title,link,date,source,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,classes_str
"In AI-simulated Fed meeting, political pressure polarises board",https://news.google.com/rss/articles/CBMipwFBVV95cUxNR0dhT2V3ZGFwRmpEMGdBTXp3empQMnNha0pzNmZ0U1FBcUxfYUQ2Wll0Sm1reWhlRTZEd0dOc1QwbmhTblZJd3dHcUJaUVprbUFqQU9LQnVEVnFMbXVMcEo3Sl9NSFJvTlFjOUN4LWRjN2tvX1VXd3hjUzI1OG5Sc3UwYW1QRFR2NHM5WE5ZRFFLMTdVQ0ZXVEp0WDgwU0ZiMlo1dl9kcw?oc=5,2025-09-11,Reuters,73,10,Thursday,September,2025,3,False,Sentiment (Positive / Negative Feelings)
Microsoft AI CEO warns against giving AI rights: 'That's so dangerous and so misguided',https://news.google.com/rss/articles/CBMioAFBVV95cUxNaFZxeEVXaUttWFVQcklodmtCazd5dE9GSG9XNWt1emZkNzRwd1lfaThlcmNRZmV1OEpPbm93ZmVUUF9Pc25PVVdpTTI2U2Y3NkxId196eFV3YlhFUGlDMUFiMmVzUlpMVUs5bHdVb3lSbFlMejAxZE9zdkx0TnBZUklOUWUxWldsSkRFT2t6OUsydFJXOE9jUm94WUtSSEdG?oc=5,2025-09-11,Business Insider,106,17,Thursday,September,2025,3,False,"Society, Ethics & Culture"
A California bill that would regulate AI companion chatbots is close to becoming law,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPS3VXM3Y2SEFzMm5QbkQ3UnYzOEpHYVJqREd1U29oakkzaWJSV1dHdEJNQUJhZ1Bub2t2YkVfMkYwNHNGYk14ZUYyNVhVQmZvYUNQVVNybWFVOG1JdXdVVV9NS29hNllVMTM2Z2ZEWkJUbnp5c0hRRWlzR0huWEE4aWM0YXZpYnhYMkpQX3FJT1RuSG5jLUhDSjRRX3VIXzEzWTAyS04yNy1FOEVhelVwMGh6aU9zbE9nV1gw?oc=5,2025-09-11,TechCrunch,97,16,Thursday,September,2025,3,False,"Society, Ethics & Culture"
How to Scale Up AI in Government,https://news.google.com/rss/articles/CBMikgFBVV95cUxNNmNxbWllbDBzbmVZaG5CakZPbGxJYXNkQklCWUdIN2JvVEFjRFNRWUptaE9KOFRPSmVEd0xWcDYxTmxCRUp6M0xWSTZPT2pYQ29zNng2aHpmekpralptWjFmMGZvZGxqWEN5cjNicEk2eV81VmpMZFNMZXo0THlnSlNlcVp5Rms0OS0tNEdGU3JrZw?oc=5,2025-09-11,Governing,44,9,Thursday,September,2025,3,False,"Society, Ethics & Culture"
West Alabama school district looks to strengthen AI policy,https://news.google.com/rss/articles/CBMikgFBVV95cUxPQ1R5OHhvUTJIbTd2dk1CYXFwaU93ME9LUnFlU0NwVVRtVjdiaWNEN0ZEakxqNGtCSWFYRGlwV1ZXMGtFcmZCNDlMcDlhS2NRdjFfUUh0TzN1eHNsdGlFRFIxenJlcWtGUEthbng4dGNYdjVJVEtfaGpJdDlkX0JvLTEyc2pxMkRna2hlZ052Y28yUdIBpgFBVV95cUxOLVpvMEVFbFhVYWpSSkMySnBaVzI4NWgwc3hlWVhWOW5XRWkxSXN4QzlMclBYcmtCVFJid0FZbnpTSGxwc1FEeEc5RzhydUdHMUhIUXZxemR3a0ExY2lyRzBYSmdxdzJ5M3dWY0xvTTdXVkxaampySS1TY1ZyMV93X09XdDVOU0hILWZlalQxbkk1QWVxN1JCemR3cWc1YnpyYm11OFFn?oc=5,2025-09-11,WBRC 6 News,72,13,Thursday,September,2025,3,False,"Human Roles; Learning, Knowledge & Education; Society, Ethics & Culture"
OpenAI Backs AI-Made Animated Feature Film,https://news.google.com/rss/articles/CBMilwFBVV95cUxQdlJBSENWbE5WdjM3dm03anRRcHR4WHFsVDA1LVl3VkU1dnpKLS0tZkJIVTVEai1ZaFZlVHh3QlZZamJjd1p3ZTZUVE5RNktyT1dnMmFPc2RCamRiVXFTX2ZoVjRXMjN6TkFXSkRnTkVSQ0tsNEhwOEs4WFdlVkNjbzYxZ0NIOGI0Mlhxb0R0THp5RkUxZ0ww?oc=5,2025-09-11,MSN,48,8,Thursday,September,2025,3,False,"Routine, Lifestyle & Behavior"
Digital agency Rocket lands Australian-first OpenAI deal to help SMEs use AI,https://news.google.com/rss/articles/CBMimAFBVV95cUxQWTlTeE9KenFjeklBQWhFVWZmNjFzSGVuX0FHdG1lYUphd2pYaDJCTUtXNHNGUDNYeEg2TGNNZ0ozU2xLZHJfMHZNRUhueFlqSEltRlBjaDZLTDdFck9sMk1lUHU5SndZQjRlNXByMVhEM3VoRkt4bFAxSDNGUUJmbE54Q3p3SklxTFpyYkpPeFZiTXFsREZnZg?oc=5,2025-09-11,SmartCompany,91,14,Thursday,September,2025,3,False,Cognitive & Decision-Making; Technology & Interaction
"AI, IndiGo run special flights to help Indians return home",https://news.google.com/rss/articles/CBMi2wFBVV95cUxOUUNPMGY2WEpIOFdYMjBXOEI4dDd1YVp6YUFWRzVDa0JiQzFBeGEwTlJIeTg4ZDJzY2RKa01RMUx6UmRXV1ZLdWVqeHNpai1UZlZPcEZhOVA5OGtlSFFSRDh2SlRNVm8ybDhXQTZ1N0pUbV9wUElBMnlNSnBjamQ5NWxvMWhLcTdCeEVKLXQwbjFsNHRydUR5cHBnRXJzQ3o5dmxweE9iaTV2blRRd0FOWW5tZ0M1dFcxSUdHbVo1ZkN6ZzVNUkVfZVh1dkdCQlNlNkJFQjNTdDY5MHPSAeABQVVfeXFMT09aRVhUTE4yYmN0dl9fLWdXcEZPTk5zdm50SGIySlFEQUphcFQ0OFpkQTB6YlFwSTlxT3RCQmpkbzAxMi1jZldON3JWMjhQOWNPNjBkWFppUUFxbncwTHVnTThlb0lNeGh5My1xeC1HTVNGN3c1NzQ5ck9pd0F2M004YllPVWZUNFVvTTA0Z3lpOTRaZDI3LVp2bk50di1Hei1yQWtXMHlzY0gwblpWU0xVNXZES19qcnF0bm96MjQ4Mnh6TWk3UWI3V1pJWFlDQmNxRm5HUlhvUnRWcGx5MnU?oc=5,2025-09-11,The Times of India,79,15,Thursday,September,2025,3,False,"Routine, Lifestyle & Behavior"
Can Generative AI transform healthcare?,https://news.google.com/rss/articles/CBMioAFBVV95cUxNcmZDVV9rYlM4cWxvNXJZeFBhLWU4OUozcFVKWkx1bFJ4dFNOR2JmbFBSb0NBVG5MOG1SbW5LbWlBV3F4N0FQYThfZjAxX29aVE1zNEVCWnFBVWczak1ZUGZKN081RnlHVDh2em9HeXVJX3RGRmhyY0VCN0dCb1R2MVBlWDhIVXFYQ1RaTkRpcDNvXzJoeEh6T18xc0VuTWlw?oc=5,2025-09-11,World Health Expo,59,9,Thursday,September,2025,3,False,"Health, Safety & Risk"
Union Commerce and Industry Minister Goyal underlines the role of technology and artificial intelligence in driving India's growth story,https://news.google.com/rss/articles/CBMivwJBVV95cUxQME5wSnJCbzRrY3RfeW5sTV84T29rWG9CM25yTkgzb2ZMa21adEVyaDlvR0pxVDNQN3Y2cmdTTVRHdjE4Q0c5VVNhTG9SQ2NlLUk1azM1eWJ6aHdrS042NkkwSW5QM3FTT0NOZ1JVcUp6MkhKMGNueGZ0T1FUWV82WDd4aGVyWElYSHQ4SnpjSE15alZBNTlydGphMzM0N1U5U2g4VmtxdUJnVE1KQWNRcm4zQVFDYjh4VFZrRXlzWUJyV3QyYXR2bDZPUHlkOVgtYnEwNUxOQmRYUnJkS2hmdmRONVpRbW9uUzdtb05LWTFQc0ZyaFZwdjFTcTNNSG5JMnQycFpKcjNFLW9EXzdnUWhwa05ndjNSbFF5VlpzWWRvWnhtckItRUdDLWVEOEhNU3RoeEhwZklwU1FFRk1n0gHEAkFVX3lxTE1kZzc3ajQzWkdqa0hEaThrY0pWYnJiRzFVSUNRWjNROFd6RkdVWFJYYUo3Vk9DNjQwUkdsRS1ad1kxZjJlc19YOThHYm0zcF9rZTk1ZzZKdnVFS21fVHhxVEhpSVQ4WUhtdW5EYXdEd0R6OEFXTlRhaW1JM3VRMW1KQ2FwTlMybzd3anVYcVc0MzktT1FKQWh6MW1HVHFSbnNOU0c1eENjc0xVUE14dkJobEUzYVZEMzcwZmdqSW8ya2NtWV81enBvYkpqcHFMcmZfQV8tZ044Nk9iSkxXSzhBZUw5VGxlYUp6d0FCUlZXQ3FQRmYzLURERlprc0l6bG1SSEdaM2hoSFI3Z0NQUmNIQ0RQbng2ZUV5UEE1WVFGT2hJc2RrNHEwV0tDUDVrellpYlJXcGhKc01fdEtMQTdXLWdQSg?oc=5,2025-09-11,Business Standard,156,22,Thursday,September,2025,3,False,"Work, Jobs & Economy; Technology & Interaction"
Generative AI Assistant Launched to Accelerate Drug Development,https://news.google.com/rss/articles/CBMinwFBVV95cUxOZDNyM2RUV3k4UXJzUjVHXzc4NjR0VW5Gb2gxM1RtZlZ1RDlpVk1PZjRFTE5mNmVVcEU0Vld2cHNlRW5OSDBJYUJmNE5mLVFyMjRELVhiLTEzYVkwM242UkNhbVNNbXN3cENSZFlkRHg3MUNRaWNYSFA4ZlpKRlFLU3FXcW1XNjExOHBVd0RES2k5SGtPbDNnM2hUS0M5VHc?oc=5,2025-09-11,AI Business,77,11,Thursday,September,2025,3,False,Technology & Interaction
Tuscaloosa City Schools implement new AI policy,https://news.google.com/rss/articles/CBMijwFBVV95cUxNUi1BT2hSTzhzOXNENWk0NkIzTDBDTFBZMnBzTUczZ19BN256Y3R0emdwRmJoaWFxd3dYTGFjb0hQMTFXOHZMcVpzQnRoaThwN0dYRkotNjQzcTFwR1dsNHNYNEk2OWN6Vm84RTVUWmFsYjhqQzBRd08zaXFPWlo2M1FpakpFeHIxa0UzRkh5bw?oc=5,2025-09-11,WBRC 6 News,61,11,Thursday,September,2025,3,False,"Society, Ethics & Culture"
"CEO: Proposed data center in College Station focused on AI, not Bitcoin mining",https://news.google.com/rss/articles/CBMipgFBVV95cUxNaU12TDI3UGJ5UVk0R2VmWkJxYU1xekJrTGFPQ2VOc2plaTRRT3B1RHZsczBRaHcyTUY1OFVaaFA0T1g3WjYtdWJQcmpzenlvQ0tUTzlxaldHQXpscHEzU0puUlFLcS12MlZnU0RMa0xqelpjRmhfcUJTSVphQTJBb3JuOTBVS21ld1hOREV2M2VJUHY2X3FlcFNfaWRqSjhicDF1ZnNB0gG6AUFVX3lxTE5rOGd3bUlwMjJDbEhPaHBNY0NGc05PX25ybW5HOTdwT0loaGpLUmlLT3hYVEgzdm4zYk9WTVZqSzFQaGhNRmZRcUduX3dQWlRiR1V2eVI5cGJsUm5pbmxvWWIybG1TWGdDX1V4X21pYU1reWhLaHA3RUFGT3cwOXcxNG96WFZFVF9TUUN0YllrVzVBQ3pfek15Z2ZKRUtab08yd2E5Z0ozaTY0LVhBNlBqMVBBNnEyMWtIUQ?oc=5,2025-09-11,KBTX News 3,92,17,Thursday,September,2025,3,False,"Learning, Knowledge & Education"
Maine Monitor: ‘Building the plane as we’re flying it’: How Maine schools are using generative AI in the classroom,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQblprM2RSV3FIcWRaOW1OXzdEUDhFZHRnQ09TS2dvam5jQm5NODRRV24wN2JhQllwRG9jbWF5MXNhQzlYZF9sR2c5OFdWeDYzR1JwOXNaY3dLNVNKOHdRY2NkWDRFcTV0QkVrcWRzbGtrTGNXanlDVmxpaG1YbnF5aktscDd1aGdnM3BYNU5LWUlxZERBbFVLeWVDb0tBNXZHOGRzLVJPdDRTRWUzbS1Cd0JZaGNZWVI5UlU4ZEZURnFpeHpldGJxcmUyTWIyVFFiQUVTbFA1Zi1NcUhI?oc=5,2025-09-11,Daily Bulldog,130,22,Thursday,September,2025,3,False,"Learning, Knowledge & Education"
Exabeam Extends Proven Insider Threat Detection to AI Agents with Google Cloud,https://news.google.com/rss/articles/CBMixwFBVV95cUxPSGFwV3ZoNFZ5NUc0NXJHUDlRcTZGRDlmRGRxLUlZSFNTV3gwV3ZYTERkaW9US2tCTXlfLTc5Z3QxbnZiN216MlBkOHFQQzVVVE5TVS1Nb2lhRldmTERUTlVpQnB1bENaSnNoQ25ULVB5dkhOMUdScV9UcHBuam92NnM1UzZIT2txQVZGWlFtQ0syRTNKRUZNSWpHYU9zMjIzbWNRTWhVcjBjZElCaDJfbG9IS0lHTHlQSzlOM2NwQzYyVUxLbXZJ?oc=5,2025-09-11,iTWire,87,14,Thursday,September,2025,3,False,Sentiment (Positive / Negative Feelings)
AI software developer Replit raises $250 million at $3 billion valuation,https://news.google.com/rss/articles/CBMisgFBVV95cUxQckJTcHJqNzI4V0liVmlpbXNwNzk1OUJicUxkRWxuSm9fY204aHRrdzFnSXhaTGVfNWJHdHRtMnhsSTFfVlJuaVV5Y1djX05uSnhCdWtnWWpGbFBENV9pMW9ibW1LZ2s0c1NISzlFX0NPMWNvYXNPYzFwMUpWQm42Zkw0TnB6bW5fZC1rb09JNVUxenViN3B5NExSalFFUzk4M1V2MWVMQWFCS3c2Y3M3bHpn?oc=5,2025-09-11,Reuters,82,13,Thursday,September,2025,3,False,Human Roles
Ralph Lauren's AI styling app feels luxe and exclusive — but it admits you still need to try clothes on,https://news.google.com/rss/articles/CBMimwFBVV95cUxPSWNyUjlCbTNrZWppcjY2NWVBcDJrZ0RmOHBjeVBSNDI1dG0wa3pWQU1ZMC1DSmJkY0NEXzkwU2R1eWlIS3NEdmNVYU9NZ2JIZk5VQ0ZOUUlpajdibi0xQzQ3OXRrOHJQNk1hNEE0ZnFTVm05bHNzcG00UTdxU3NBaC1GTE5fZUtyNmtEUDVydVQ4Y0lDel85ZDJ2bw?oc=5,2025-09-11,Business Insider,122,23,Thursday,September,2025,3,False,"Routine, Lifestyle & Behavior"
"Despite calls to postpone decision, Harwood greenlights $3 billion AI center",https://news.google.com/rss/articles/CBMirgFBVV95cUxPbkphVWdBQ0NoWUZvRlI4dHJncURkMTNUT3pqeTFhZzB0SUJjem9aTDNWc2QwMmJFVUp4eV9FOFI0aFVOYkMyVDlxUFlDMmFSMmxMUU55dDFnVzBYYTNsRnFodi1iZnI4eFlOeUdHVXJ4VUFRaG1VYXpnRkNDQU1NZ0Jka2JQNTRXMWxFZ28wNlRGRWhfYTVDcDR1OUxTbFRUVmlrTzl1YnRlbkpjSHc?oc=5,2025-09-11,InForum,86,13,Thursday,September,2025,3,False,Cognitive & Decision-Making
GradeWhiz: The Cornell Startup Using AI to Give Teachers Their Time Back,https://news.google.com/rss/articles/CBMitAFBVV95cUxNS0plbGtYc01yU3ZwaFlvXzhBVDY4VXFqeUhBdm1FRkRCTU9felcyVTRzS29Rdm91dGU3ZHFnWFBoOV9GQ2dwY2UxMlhaRGRsUDJoVHdsbzgtMEYwcFlTZ3JWU1IxYXJZMk85MzBIQWg0ekoxaWNHT3NOUXNuZFR0LXRPV2tKMVpCLXJpY1JzZi00N2JiMnZyc0g1Y1Z0c2w0VHBzampyOGJIX0dLU1oyaFZZVTg?oc=5,2025-09-11,The Cornell Daily Sun,96,17,Thursday,September,2025,3,False,"Routine, Lifestyle & Behavior"
"Positioning & Distribution Will Determine the Winning Healthcare AI Startups, Investor Says",https://news.google.com/rss/articles/CBMicEFVX3lxTFBOSXpuaW1TcmMzekprUTJCVG9xdWlGdms5VWV4X09GS0tuRkFoR1pVelloM1pvZEVVQXdXcmVtZy1qYVBoSHB1NDVySFVFTjF2NlNhVFdmZ2FyX2U1am94cmdjQTBiWDR2MGpsRDVHZjg?oc=5,2025-09-11,MedCity News,106,15,Thursday,September,2025,3,False,"Health, Safety & Risk"
Covenant: The Hybrid AI Law Firm,https://news.google.com/rss/articles/CBMiggFBVV95cUxQR0lUN0ptT1hHVmUzLTBMVkRfRTZoemVnZWd1OGhBVk9IVVJsaTJyMVRTUzB2MkgweFRhUUx4OUtEZGR3X2g3ajBOb2MyMDVsVUlqN0hLS1VnRDBGWjhPOTVFaXFXWVZ5MW9jcU9fTFBDaFBVenQwakhNNDdEeE9nUC13?oc=5,2025-09-11,Artificial Lawyer,52,9,Thursday,September,2025,3,False,"Society, Ethics & Culture"
Concern and confusion: AI reshapes the conversation about academic integrity,https://news.google.com/rss/articles/CBMitwFBVV95cUxQVEw0cEMxSDE2aU9TbnVGY2t5QWpiS0JCdWJRb1d4S3FTNjdabXlGbHdKMW5PdTJGSU1fQUxoSUJ2bUpxRlR4NkdXZ2VDMnR2dmpoV2MxU3JMTzd0Z19sM1lIMjdxVERuZUc1SU9kNjRjcHllRzNCcnpUdUFtLXQ4OVV0VVdCSjV2OEY0cmk5OWlsT1BhT3JhY2hSVkphOW0ydlZ5TG9zZ3htS2Y5NldkVU5Mb2ZpR2c?oc=5,2025-09-11,The Panther Newspaper,100,14,Thursday,September,2025,3,False,Sentiment (Positive / Negative Feelings); Social Interaction & Relationships
Smart glasses and AI apps backed to transform mental health care in the UK,https://news.google.com/rss/articles/CBMihgFBVV95cUxObEcyX0twdkF1WlhBOWd2UjFZOXRNVy0zNGM5XzZMeno2MHJkZTBCR1RHY0VSMVFnZ0VPOGlZSUNLT0ducm5RRmpfdS1adG1fdGg4RmtLdDR0MkdMTmFoQ250OXVhNDBPT3JhN0tRalhXNWJXbUxPRDc0SGxRbXg0b2ZtWklnd9IBiwFBVV95cUxPOXd2a2FRQVFTQkZ0WmlzTnVCWXlMSlJiMDhHOWsxVlhlbkMwVm5qc2Z1RjFTZHlfdlJqSEp4WGJHdFJDUzVMay1XUTQzMlVpUVR6N2lUd2lzTGdUVlNhOWZKZFk0aFJYTTFVX1BfNkdHeDYzMlNxZFpCejFSU1NCMXhvOVFIWE4zXzFZ?oc=5,2025-09-11,Business Matters,93,17,Thursday,September,2025,3,False,"Health, Safety & Risk"
Into the digital wild: Fiona’s Master of AI,https://news.google.com/rss/articles/CBMimwFBVV95cUxNZnNNMXg5WWdTWWpCcUNYek5haWEweFN0QjEwY3F1d2k3SE91ZUNfeWFzWkJYZk1nOHFWaHg5akNTWHJUcG14dHc3eFFpMUpCaGR2M1JvSkNobXBQMmp4N2xpY3NBVHFFaVhLYm95OEdzV3JrN0hYSDhpMEkwMW1ESG9qcV9BRGdPX1hzOEJ6RDhDWkZ5d0xnVExuaw?oc=5,2025-09-11,The University of Auckland,72,13,Thursday,September,2025,3,False,Technology & Interaction
"Mercedes-Benz design boss criticises Audi, BMW and AI – report",https://news.google.com/rss/articles/CBMiiwFBVV95cUxQcnp5YXhZVkMzcE5BaEhFRHZ3Y0ZNNE83UUtVcjZSbHp5elBadUpVRVlEdEJ3TUVYYXNEMzRxMGl2MWtwN1NRaUtsbVdseFpEOUdnY1NfNjZfODNMMlFVazlZMnI3ZWxJN3J4VkE2d0N5VGR4eXVJcW1idDRONl9YTDlCZ1FJNWZ6d0JV?oc=5,2025-09-11,CarExpert,74,12,Thursday,September,2025,3,False,"Human Roles; Creativity, Expression & Identity"
